id,sentence,label
1069,"concerning answers , the principal measures for the ae task must be recall and precision , applied to individual answer sentences .",0
1070,the system can respond to the inform with a sub-dialogue : s dialogue ( sys ) -- ~ ( request ( sys ) + inform ( usr ) ) * inform ( usr ) -- +inform ( usr ) + [ dialogue ( sys ) ] the dialogue history reflects all previous negotiations ( here : task theatreinfo ) .,0
1071,l is a set of labeled training examples .,1
1072,it measures the performance of a system trained on a set of samples distributed according to the probability distribution p when tested on a set following a probability distribution q .,0
1073,our context model is a first proposal in that direction .,0
1074,figure 8 is similar but has the additional overhead of around 2/3 of all files having hits where figure 7 has only 1/20 .,0
1075,"a baseline algorithm for word domain disambignation is presented and then compared with a mutual help disambignation strategy , which makes use of the shared senses of parallel bilingual texts .",1
1076,measures which gauge content similarity produce more highly correlated rankings whenever ground truths do not disagree in focus .,0
1077,"embedding the np : if the category of the constituent embedding the np is associated with one or more functional tags , they are used as features .",1
1078,"pr ( s ) = pr ( wl , w2 , . . . wn ) -- -= h~=lpr ( wilwl , . . . wi-1 ) = h~=lpr ( wilhi ) where hi is the relevant history when predicting wi , and s is any sequence of tokens , words , part-of-speech ( pos ) tags or other terms .",1
1079,adaptive resonance associative map ( aram ) is a class of predictive serforganizing neural networks that performs incremental supervised learning of recognition categories ( pattern classes ) and multidimensional maps of patterns .,1
1080,"first , the algorithm checks whether the conflicting dictionary head word denotes an acronym ( e . g .",0
1081,wdd in parallel texts .,0
1082,it is a part of the class 'computer ' .,0
1083,so the agent of this clause is the pronoun she and it has a link to the entity ann ( the chosen antecedent ) .,0
1084,the second item is the summation of log probabilities of all the tags .,0
1085,* ~dt middle dot in ( 2 ) past ~ passed if ( ~to ) * nn middle the first rule says to change the disambiguation guess to < < passed > > if the word before is not a determiner and the word after is a preposition .,0
1086,"finally , an nn . qpeci~ed object required as an argument to a predicate can appear elsewhere in the sentence , requiring the use of the predicate const ( x , c ) to bind the variable x to the constant c . some other database queries ( or training examples ) for the u . s . geography domain are shown below : what is the capital of texas ?",0
1087,"in the example below , monthphrase is the phrase category name and the remaining part is the network of word categories .",0
1088,"figure 2 sketches such a cascade of dependent parallel processes in our model of the conceptualizer : the cascade consists of the processes construction , selection , linearization , and pvm-generation ( preverbal-message-generation ) .",1
1089,"this could be done by a proposition like turn ( ok314 , goal ( tw-echo ) ) , which is a potential increment for a preverbal message .",0
